1,2000MHz,300,100,1999372
1,2000MHz,300,150,2998563
1,2000MHz,300,200,3996360
1,2000MHz,300,250,4995146
1,2000MHz,300,300,5995000
1,2000MHz,300,350,6990479
1,2000MHz,300,400,7988141
1,2000MHz,300,450,8988278
1,2000MHz,300,500,9988577
1,2000MHz,300,550,10986952
1,2000MHz,300,600,11984683
1,2000MHz,300,650,12985839
1,2000MHz,300,700,13980726
1,2000MHz,300,750,14979392
1,2000MHz,300,800,15932110
1,2000MHz,300,850,16976586
1,2000MHz,300,900,17973715
1,2000MHz,300,950,18970202
1,2000MHz,300,1000,19971341
