0.1,1200MHz,200,200,21303791
0.1,1200MHz,300,300,100297550
0.2,1200MHz,200,200,10825135
0.2,1200MHz,300,300,49910048
0.3,1200MHz,200,200,7136739
0.3,1200MHz,300,300,33233580
0.4,1200MHz,200,200,5306152
0.4,1200MHz,300,300,24863135
0.5,1200MHz,200,200,4263961
0.5,1200MHz,300,300,19708440
0.6,1200MHz,200,200,3559739
0.6,1200MHz,300,300,16572651
0.7,1200MHz,200,200,3087809
0.7,1200MHz,300,300,14117814
0.8,1200MHz,200,200,2673196
0.8,1200MHz,300,300,12342983
0.9,1200MHz,200,200,2486546
0.9,1200MHz,300,300,11050733
1.0,1200MHz,200,200,2164468
1.0,1200MHz,300,300,10008275
0.1,1300MHz,200,200,20005975
0.1,1300MHz,300,300,92601191
0.2,1300MHz,200,200,9998594
0.2,1300MHz,300,300,46018886
0.3,1300MHz,200,200,6624717
0.3,1300MHz,300,300,30776006
0.4,1300MHz,200,200,4930733
0.4,1300MHz,300,300,22959575
0.5,1300MHz,200,200,3685157
0.5,1300MHz,300,300,18358982
0.6,1300MHz,200,200,3218877
0.6,1300MHz,300,300,15295473
0.7,1300MHz,200,200,2831478
0.7,1300MHz,300,300,13121938
0.8,1300MHz,200,200,2470084
0.8,1300MHz,300,300,11467912
0.9,1300MHz,200,200,2214039
0.9,1300MHz,300,300,10140751
1.0,1300MHz,200,200,1728609
1.0,1300MHz,300,300,9332280
0.1,1400MHz,200,200,18697343
0.1,1400MHz,300,300,83296948
0.2,1400MHz,200,200,9334502
0.2,1400MHz,300,300,42774908
0.3,1400MHz,200,200,6137830
0.3,1400MHz,300,300,28469998
0.4,1400MHz,200,200,4549125
0.4,1400MHz,300,300,21331544
0.5,1400MHz,200,200,3639230
0.5,1400MHz,300,300,17069484
0.6,1400MHz,200,200,3053495
0.6,1400MHz,300,300,14211691
0.7,1400MHz,200,200,2609791
0.7,1400MHz,300,300,12163665
0.8,1400MHz,200,200,2230220
0.8,1400MHz,300,300,10650278
0.9,1400MHz,200,200,2049479
0.9,1400MHz,300,300,9475488
1.0,1400MHz,200,200,1857540
1.0,1400MHz,300,300,8568478
0.1,1500MHz,200,200,17402364
0.1,1500MHz,300,300,80297654
0.2,1500MHz,200,200,8632416
0.2,1500MHz,300,300,39962183
0.3,1500MHz,200,200,5737435
0.3,1500MHz,300,300,26581488
0.4,1500MHz,200,200,4299005
0.4,1500MHz,300,300,19855141
0.5,1500MHz,200,200,3423552
0.5,1500MHz,300,300,15859208
0.6,1500MHz,200,200,2875655
0.6,1500MHz,300,300,13217801
0.7,1500MHz,200,200,2410994
0.7,1500MHz,300,300,11337650
0.8,1500MHz,200,200,2144518
0.8,1500MHz,300,300,9940541
0.9,1500MHz,200,200,1915650
0.9,1500MHz,300,300,8840020
1.0,1500MHz,200,200,1728969
1.0,1500MHz,300,300,8094690
0.1,1600MHz,200,200,16208883
0.1,1600MHz,300,300,75192310
0.2,1600MHz,200,200,8031126
0.2,1600MHz,300,300,37354025
0.3,1600MHz,200,200,5310497
0.3,1600MHz,300,300,24894400
0.4,1600MHz,200,200,3999134
0.4,1600MHz,300,300,18558000
0.5,1600MHz,200,200,3219231
0.5,1600MHz,300,300,14887011
0.6,1600MHz,200,200,2697242
0.6,1600MHz,300,300,12266252
0.7,1600MHz,200,200,2302854
0.7,1600MHz,300,300,10625381
0.8,1600MHz,200,200,1940508
0.8,1600MHz,300,300,9318162
0.9,1600MHz,200,200,1782257
0.9,1600MHz,300,300,8284162
1.0,1600MHz,200,200,1620417
1.0,1600MHz,300,300,7787097
0.1,1700MHz,200,200,15304717
0.1,1700MHz,300,300,70603621
0.2,1700MHz,200,200,7618698
0.2,1700MHz,300,300,35282414
0.3,1700MHz,200,200,5022613
0.3,1700MHz,300,300,23432586
0.4,1700MHz,200,200,3740468
0.4,1700MHz,300,300,17462679
0.5,1700MHz,200,200,3025811
0.5,1700MHz,300,300,13973110
0.6,1700MHz,200,200,2515060
0.6,1700MHz,300,300,11659229
0.7,1700MHz,200,200,2147490
0.7,1700MHz,300,300,10024188
0.8,1700MHz,200,200,1901060
0.8,1700MHz,300,300,8758301
0.9,1700MHz,200,200,1685661
0.9,1700MHz,300,300,7748333
1.0,1700MHz,200,200,1524520
1.0,1700MHz,300,300,7051681
0.1,1800MHz,200,200,14407642
0.1,1800MHz,300,300,66699400
0.2,1800MHz,200,200,7144703
0.2,1800MHz,300,300,33276692
0.3,1800MHz,200,200,4794382
0.3,1800MHz,300,300,22165499
0.4,1800MHz,200,200,3543109
0.4,1800MHz,300,300,16558938
0.5,1800MHz,200,200,2835388
0.5,1800MHz,300,300,13166358
0.6,1800MHz,200,200,2343507
0.6,1800MHz,300,300,10974367
0.7,1800MHz,200,200,2037416
0.7,1800MHz,300,300,9442734
0.8,1800MHz,200,200,1776399
0.8,1800MHz,300,300,8287459
0.9,1800MHz,200,200,1547196
0.9,1800MHz,300,300,7361710
1.0,1800MHz,200,200,1441439
1.0,1800MHz,300,300,6660422
0.1,1900MHz,200,200,13701299
0.1,1900MHz,300,300,63298777
0.2,1900MHz,200,200,6742360
0.2,1900MHz,300,300,31457203
0.3,1900MHz,200,200,4512085
0.3,1900MHz,300,300,20961704
0.4,1900MHz,200,200,3342630
0.4,1900MHz,300,300,15650262
0.5,1900MHz,200,200,2712893
0.5,1900MHz,300,300,12558450
0.6,1900MHz,200,200,2237474
0.6,1900MHz,300,300,10439643
0.7,1900MHz,200,200,1926174
0.7,1900MHz,300,300,8946672
0.8,1900MHz,200,200,1675771
0.8,1900MHz,300,300,7832031
0.9,1900MHz,200,200,1516891
0.9,1900MHz,300,300,6964761
1.0,1900MHz,200,200,1350026
1.0,1900MHz,300,300,6306521
0.1,2000MHz,200,200,13003182
0.1,2000MHz,300,300,60002295
0.2,2000MHz,200,200,6416242
0.2,2000MHz,300,300,29875736
0.3,2000MHz,200,200,4305330
0.3,2000MHz,300,300,19873049
0.4,2000MHz,200,200,3154599
0.4,2000MHz,300,300,14867948
0.5,2000MHz,200,200,2592118
0.5,2000MHz,300,300,11885744
0.6,2000MHz,200,200,2132488
0.6,2000MHz,300,300,9860607
0.7,2000MHz,200,200,1831343
0.7,2000MHz,300,300,8448511
0.8,2000MHz,200,200,1588121
0.8,2000MHz,300,300,7424575
0.9,2000MHz,200,200,1418141
0.9,2000MHz,300,300,6615776
1.0,2000MHz,200,200,1296871
1.0,2000MHz,300,300,5991552
0.1,2100MHz,200,200,12484629
0.1,2100MHz,300,300,57201255
0.2,2100MHz,200,200,6113354
0.2,2100MHz,300,300,28484037
0.3,2100MHz,200,200,4058041
0.3,2100MHz,300,300,18957707
0.4,2100MHz,200,200,3028347
0.4,2100MHz,300,300,14188542
0.5,2100MHz,200,200,2381312
0.5,2100MHz,300,300,11328051
0.6,2100MHz,200,200,1989973
0.6,2100MHz,300,300,9435315
0.7,2100MHz,200,200,1735588
0.7,2100MHz,300,300,8095141
0.8,2100MHz,200,200,1528592
0.8,2100MHz,300,300,7083841
0.9,2100MHz,200,200,1357666
0.9,2100MHz,300,300,6310241
1.0,2100MHz,200,200,1234268
1.0,2100MHz,300,300,5701782
