1,2000MHz,300,100,1999223
1,2000MHz,300,150,2998351
1,2000MHz,300,200,3996245
1,2000MHz,300,250,4994857
1,2000MHz,300,300,5947627
1,2000MHz,300,350,6990184
1,2000MHz,300,400,7990892
1,2000MHz,300,450,8986669
1,2000MHz,300,500,9986369
1,2000MHz,300,550,10984300
1,2000MHz,300,600,12025510
1,2000MHz,300,650,12981803
1,2000MHz,300,700,13978367
1,2000MHz,300,750,14979740
1,2000MHz,300,800,15977556
1,2000MHz,300,850,16973949
1,2000MHz,300,900,17977269
1,2000MHz,300,950,18971280
1,2000MHz,300,1000,19946707
