0.1,1200MHz,200,200,21799763
0.1,1200MHz,300,300,100297648
0.2,1200MHz,200,200,10817330
0.2,1200MHz,300,300,49905767
0.3,1200MHz,200,200,7150372
0.3,1200MHz,300,300,33263769
0.4,1200MHz,200,200,4981732
0.4,1200MHz,300,300,24895278
0.5,1200MHz,200,200,4255563
0.5,1200MHz,300,300,19815905
0.6,1200MHz,200,200,3596786
0.6,1200MHz,300,300,16598071
0.7,1200MHz,200,200,3061387
0.7,1200MHz,300,300,14192878
0.8,1200MHz,200,200,2695842
0.8,1200MHz,300,300,12440360
0.9,1200MHz,200,200,2386238
0.9,1200MHz,300,300,11041827
1.0,1200MHz,200,200,2164454
1.0,1200MHz,300,300,9995422
0.1,1300MHz,200,200,19697473
0.1,1300MHz,300,300,92603348
0.2,1300MHz,200,200,9957195
0.2,1300MHz,300,300,46097794
0.3,1300MHz,200,200,6557711
0.3,1300MHz,300,300,30707694
0.4,1300MHz,200,200,4938977
0.4,1300MHz,300,300,22999372
0.5,1300MHz,200,200,3947628
0.5,1300MHz,300,300,18357769
0.6,1300MHz,200,200,3310690
0.6,1300MHz,300,300,15217376
0.7,1300MHz,200,200,2831644
0.7,1300MHz,300,300,13101926
0.8,1300MHz,200,200,2471862
0.8,1300MHz,300,300,11473914
0.9,1300MHz,200,200,2197615
0.9,1300MHz,300,300,10174965
1.0,1300MHz,200,200,1996695
1.0,1300MHz,300,300,9185299
0.1,1400MHz,200,200,18603103
0.1,1400MHz,300,300,85904437
0.2,1400MHz,200,200,9210307
0.2,1400MHz,300,300,42874516
0.3,1400MHz,200,200,6139566
0.3,1400MHz,300,300,28416305
0.4,1400MHz,200,200,4549911
0.4,1400MHz,300,300,21124885
0.5,1400MHz,200,200,3651586
0.5,1400MHz,300,300,17060721
0.6,1400MHz,200,200,3050832
0.6,1400MHz,300,300,14019822
0.7,1400MHz,200,200,2532508
0.7,1400MHz,300,300,12157680
0.8,1400MHz,200,200,2292596
0.8,1400MHz,300,300,10621832
0.9,1400MHz,200,200,2043870
0.9,1400MHz,300,300,9463483
1.0,1400MHz,200,200,1853389
1.0,1400MHz,300,300,8575161
0.1,1500MHz,200,200,17398147
0.1,1500MHz,300,300,80105007
0.2,1500MHz,200,200,8617166
0.2,1500MHz,300,300,39898371
0.3,1500MHz,200,200,5745157
0.3,1500MHz,300,300,26590097
0.4,1500MHz,200,200,4270739
0.4,1500MHz,300,300,19887569
0.5,1500MHz,200,200,3378270
0.5,1500MHz,300,300,15885089
0.6,1500MHz,200,200,2843659
0.6,1500MHz,300,300,13262537
0.7,1500MHz,200,200,2415421
0.7,1500MHz,300,300,11352082
0.8,1500MHz,200,200,2120488
0.8,1500MHz,300,300,9944183
0.9,1500MHz,200,200,1906864
0.9,1500MHz,300,300,8829199
1.0,1500MHz,200,200,1730403
1.0,1500MHz,300,300,7803620
0.1,1600MHz,200,200,16297858
0.1,1600MHz,300,300,75191640
0.2,1600MHz,200,200,8082057
0.2,1600MHz,300,300,37484207
0.3,1600MHz,200,200,5384923
0.3,1600MHz,300,300,24891608
