0.1,1200MHz,200,200,21702465
0.1,1200MHz,300,300,100201815
0.2,1200MHz,200,200,10710888
0.2,1200MHz,300,300,50009542
0.3,1200MHz,200,200,7132917
0.3,1200MHz,300,300,33213788
0.4,1200MHz,200,200,5390344
0.4,1200MHz,300,300,24868830
0.5,1200MHz,200,200,4279689
0.5,1200MHz,300,300,19863185
0.6,1200MHz,200,200,3595575
0.6,1200MHz,300,300,16261866
0.7,1200MHz,200,200,3089654
0.7,1200MHz,300,300,14190089
0.8,1200MHz,200,200,2673568
0.8,1200MHz,300,300,12442127
0.9,1200MHz,200,200,2388137
0.9,1200MHz,300,300,11053748
1.0,1200MHz,200,200,1510523
1.0,1200MHz,300,300,10006529
0.1,1300MHz,200,200,20102013
0.1,1300MHz,300,300,92601323
0.2,1300MHz,200,200,9937891
0.2,1300MHz,300,300,46102288
0.3,1300MHz,200,200,6614487
0.3,1300MHz,300,300,30350598
0.4,1300MHz,200,200,4876107
0.4,1300MHz,300,300,22980417
0.5,1300MHz,200,200,3908198
0.5,1300MHz,300,300,18342715
0.6,1300MHz,200,200,3306689
0.6,1300MHz,300,300,15264038
0.7,1300MHz,200,200,2909358
0.7,1300MHz,300,300,12963377
0.8,1300MHz,200,200,2468739
0.8,1300MHz,300,300,11473183
0.9,1300MHz,200,200,2212376
0.9,1300MHz,300,300,10198300
1.0,1300MHz,200,200,1997223
1.0,1300MHz,300,300,9233938
0.1,1400MHz,200,200,18603503
0.1,1400MHz,300,300,86000333
0.2,1400MHz,200,200,9221374
0.2,1400MHz,300,300,42846082
0.3,1400MHz,200,200,6118560
0.3,1400MHz,300,300,28469895
0.4,1400MHz,200,200,4609003
0.4,1400MHz,300,300,21364968
0.5,1400MHz,200,200,3636885
0.5,1400MHz,300,300,17035392
0.6,1400MHz,200,200,2986837
0.6,1400MHz,300,300,14160084
0.7,1400MHz,200,200,2596454
0.7,1400MHz,300,300,12163034
0.8,1400MHz,200,200,2283991
0.8,1400MHz,300,300,10648339
0.9,1400MHz,200,200,2054641
0.9,1400MHz,300,300,9420358
1.0,1400MHz,200,200,1855265
1.0,1400MHz,300,300,8572062
0.1,1500MHz,200,200,17401759
0.1,1500MHz,300,300,80295532
0.2,1500MHz,200,200,8621028
0.2,1500MHz,300,300,39955630
0.3,1500MHz,200,200,5659335
0.3,1500MHz,300,300,26582098
0.4,1500MHz,200,200,4241018
0.4,1500MHz,300,300,19875419
0.5,1500MHz,200,200,3418401
0.5,1500MHz,300,300,15852085
0.6,1500MHz,200,200,2841013
0.6,1500MHz,300,300,13242819
0.7,1500MHz,200,200,2446479
0.7,1500MHz,300,300,11362254
0.8,1500MHz,200,200,2142707
0.8,1500MHz,300,300,9955886
0.9,1500MHz,200,200,1905680
0.9,1500MHz,300,300,8839702
1.0,1500MHz,200,200,1726515
1.0,1500MHz,300,300,7997852
0.1,1600MHz,200,200,16205734
0.1,1600MHz,300,300,75291924
0.2,1600MHz,200,200,8047732
0.2,1600MHz,300,300,37431518
0.3,1600MHz,200,200,5326277
0.3,1600MHz,300,300,24878505
0.4,1600MHz,200,200,4018851
0.4,1600MHz,300,300,18626653
0.5,1600MHz,200,200,3124434
0.5,1600MHz,300,300,14882576
0.6,1600MHz,200,200,2673524
0.6,1600MHz,300,300,12391447
0.7,1600MHz,200,200,2273133
0.7,1600MHz,300,300,10603559
0.8,1600MHz,200,200,1990111
0.8,1600MHz,300,300,9248037
0.9,1600MHz,200,200,1786284
0.9,1600MHz,300,300,8234804
1.0,1600MHz,200,200,1621134
1.0,1600MHz,300,300,7593876
0.1,1700MHz,200,200,15372524
0.1,1700MHz,300,300,70795034
0.2,1700MHz,200,200,7651496
0.2,1700MHz,300,300,35266548
0.3,1700MHz,200,200,5021201
0.3,1700MHz,300,300,23463893
0.4,1700MHz,200,200,3741469
0.4,1700MHz,300,300,17548443
0.5,1700MHz,200,200,2978576
0.5,1700MHz,300,300,13968933
0.6,1700MHz,200,200,2488257
0.6,1700MHz,300,300,11673526
0.7,1700MHz,200,200,2150760
0.7,1700MHz,300,300,10031825
0.8,1700MHz,200,200,1897890
0.8,1700MHz,300,300,8577774
0.9,1700MHz,200,200,1683887
0.9,1700MHz,300,300,7792277
1.0,1700MHz,200,200,1526423
1.0,1700MHz,300,300,7135942
0.1,1800MHz,200,200,14407167
0.1,1800MHz,300,300,66797895
0.2,1800MHz,200,200,7141085
0.2,1800MHz,300,300,33255957
0.3,1800MHz,200,200,4746155
0.3,1800MHz,300,300,22073821
0.4,1800MHz,200,200,3550220
0.4,1800MHz,300,300,16569718
0.5,1800MHz,200,200,2833287
0.5,1800MHz,300,300,13260449
0.6,1800MHz,200,200,2356846
0.6,1800MHz,300,300,10963444
0.7,1800MHz,200,200,2035110
0.7,1800MHz,300,300,9450246
0.8,1800MHz,200,200,1796551
0.8,1800MHz,300,300,8222730
0.9,1800MHz,200,200,1559153
0.9,1800MHz,300,300,7330181
1.0,1800MHz,200,200,1439567
1.0,1800MHz,300,300,6661106
0.1,1900MHz,200,200,13701256
0.1,1900MHz,300,300,63199857
0.2,1900MHz,200,200,6738563
0.2,1900MHz,300,300,31471918
0.3,1900MHz,200,200,4461799
0.3,1900MHz,300,300,20953678
0.4,1900MHz,200,200,3358271
0.4,1900MHz,300,300,15693651
0.5,1900MHz,200,200,2699706
0.5,1900MHz,300,300,12483152
0.6,1900MHz,200,200,2236644
0.6,1900MHz,300,300,10416502
0.7,1900MHz,200,200,1927716
0.7,1900MHz,300,300,8934887
0.8,1900MHz,200,200,1680377
0.8,1900MHz,300,300,7813753
0.9,1900MHz,200,200,1499355
0.9,1900MHz,300,300,6969217
1.0,1900MHz,200,200,1364763
1.0,1900MHz,300,300,6313296
0.1,2000MHz,200,200,13006910
0.1,2000MHz,300,300,60097200
0.2,2000MHz,200,200,6443241
0.2,2000MHz,300,300,29886989
0.3,2000MHz,200,200,4309351
0.3,2000MHz,300,300,19891087
0.4,2000MHz,200,200,3153381
0.4,2000MHz,300,300,14860233
0.5,2000MHz,200,200,2588015
0.5,2000MHz,300,300,11904386
0.6,2000MHz,200,200,2136602
0.6,2000MHz,300,300,9877149
0.7,2000MHz,200,200,1831777
0.7,2000MHz,300,300,8478717
0.8,2000MHz,200,200,1612593
0.8,2000MHz,300,300,7425867
0.9,2000MHz,200,200,1433823
0.9,2000MHz,300,300,6610495
1.0,2000MHz,200,200,1296501
1.0,2000MHz,300,300,5994516
0.1,2100MHz,200,200,12484958
0.1,2100MHz,300,300,57198798
0.2,2100MHz,200,200,6127332
0.2,2100MHz,300,300,28500729
0.3,2100MHz,200,200,4057863
0.3,2100MHz,300,300,18954056
0.4,2100MHz,200,200,3046365
0.4,2100MHz,300,300,14205561
0.5,2100MHz,200,200,2378975
0.5,2100MHz,300,300,11272755
0.6,2100MHz,200,200,2030821
0.6,2100MHz,300,300,9433307
0.7,2100MHz,200,200,1705328
0.7,2100MHz,300,300,8106117
0.8,2100MHz,200,200,1526195
0.8,2100MHz,300,300,7085394
0.9,2100MHz,200,200,1360968
0.9,2100MHz,300,300,6299646
1.0,2100MHz,200,200,1237218
1.0,2100MHz,300,300,5705382
